ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Ranking,RatingCount,ReviewCount,Score,ScoreClass,pDev
4.80%,Year-round,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States","#37,632",452,71,3.61,Good,13.57%
5.20%,Year-round,The Porterhouse Brewing Company,,https://cdn.beeradvocate.com/im/beers/5686.jpg,Ireland,"#31,817",445,223,3.68,Good,14.95%
4.10%,Year-round,Gritty McDuff's Brewing Company,,https://cdn.beeradvocate.com/im/beers/1149.jpg,"Maine, United States","#10,610",398,197,3.86,Very Good,12.18%
4.90%,Year-round,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/88510.jpg,"Colorado, United States","#43,713",334,61,3.33,Okay,17.12%
4.90%,Year-round,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/3277.jpg,"Missouri, United States","#39,652",321,204,3.56,Good,13.76%
5.00%,Year-round,Moylan's Brewery,,https://cdn.beeradvocate.com/im/beers/21789.jpg,"California, United States","#16,619",313,172,3.8,Very Good,11.32%
5.00%,Year-round,Guinness Ltd.,,https://cdn.beeradvocate.com/im/beers/52366.jpg,Ireland,"#43,202",304,105,3.38,Okay,15.38%
4.50%,Rotating,Fuller Smith & Turner PLC,,https://cdn.beeradvocate.com/im/beers/75564.jpg,"England, United Kingdom","#15,704",269,72,3.81,Very Good,11.81%
5.50%,Rotating,Short's Brewing Company,,https://cdn.beeradvocate.com/im/beers/54845.jpg,"Michigan, United States","#28,269",269,114,3.71,Good,12.67%
5.00%,Year-round,The Porterhouse Brewing Company,,https://cdn.beeradvocate.com/im/beers/3042.jpg,Ireland,"#23,076",266,124,3.75,Very Good,14.67%
4.20%,Rotating,Mill Street Brew Pub,,https://cdn.beeradvocate.com/im/beers/33464.jpg,"Ontario, Canada","#14,757",252,89,3.82,Very Good,10.73%
3.60%,Year-round,Sly Fox Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Pennsylvania, United States","#29,399",236,104,3.7,Good,13.24%
5.50%,Rotating,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/55183.jpg,"New York, United States","#36,414",209,112,3.62,Good,11.33%
4.50%,Year-round,Brasserie de la Senne,,https://cdn.beeradvocate.com/im/beers/38707.jpg,Belgium,"#29,344",199,96,3.7,Good,11.62%
5.50%,Year-round,Portsmouth Brewery,,https://cdn.beeradvocate.com/im/beers/2669.jpg,"New Hampshire, United States","#4,488",198,104,4.02,Exceptional,9.95%
5.00%,Year-round,"Lakefront Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/15884.jpg,"Wisconsin, United States","#41,645",170,102,3.46,Okay,15.9%
5.50%,Year-round,Furthermore Beer,,https://cdn.beeradvocate.com/im/beers/34044.jpg,"Wisconsin, United States","#32,263",166,121,3.67,Good,14.17%
6.00%,Year-round,Carlow Brewing Company,,https://cdn.beeradvocate.com/im/beers/48252.jpg,Ireland,"#5,022",160,42,4.01,Exceptional,9.23%
5.50%,Rotating,Arbor Brewing Company,,https://cdn.beeradvocate.com/im/beers/59648.jpg,"Michigan, United States","#43,746",159,47,3.28,Okay,15.24%
4.30%,Rotating,Harpoon Brewery & Beer Hall,,https://cdn.beeradvocate.com/im/beers/91188.jpg,"Massachusetts, United States","#17,697",154,17,3.8,Very Good,12.37%
5.50%,Rotating,Cigar City Brewing,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Florida, United States","#4,962",143,42,4.02,Exceptional,8.96%
5.00%,Year-round,The Porterhouse Brewing Company,,https://cdn.beeradvocate.com/im/beers/5682.jpg,Ireland,"#21,189",139,41,3.77,Very Good,11.14%
5.73%,Year-round,Sprecher Brewing Company,,https://cdn.beeradvocate.com/im/beers/3052.jpg,"Wisconsin, United States","#29,177",129,71,3.7,Good,10%
5.00%,Year-round,Appalachian Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Pennsylvania, United States","#16,014",127,57,3.82,Very Good,9.69%
5.50%,Year-round,Le Trou Du Diable,,https://cdn.beeradvocate.com/im/beers/29759.jpg,"Quebec, Canada","#21,407",120,30,3.77,Very Good,9.28%
4.80%,Rotating,Societe Brewing Co.,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States","#19,440",107,11,3.79,Very Good,9.23%
4.50%,Rotating,Arbor Brewing Company,,https://cdn.beeradvocate.com/im/beers/66641.jpg,"Michigan, United States","#35,944",98,24,3.61,Good,12.47%
6.00%,Year-round,Sin City Brewing Co.,,https://cdn.beeradvocate.com/im/beers/36383.jpg,"Nevada, United States","#40,919",91,20,3.46,Okay,14.16%
5.00%,Rotating,Cigar City Brewing,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Florida, United States","#16,962",88,7,3.82,Very Good,12.04%
4.70%,Spring,Christian Moerlein Brewing Company,,https://cdn.beeradvocate.com/im/beers/48344.jpg,"Ohio, United States","#42,549",88,59,3.35,Okay,15.22%
6.50%,Rotating,The Porterhouse Brewing Company,,https://cdn.beeradvocate.com/im/beers/33859.jpg,Ireland,"#3,830",87,27,4.12,Exceptional,8.98%
6.00%,Winter,Central City Brewers + Distillers,,https://cdn.beeradvocate.com/im/beers/148272.jpg,"British Columbia, Canada","#6,669",84,31,4,Exceptional,8.5%
6.80%,Winter,Lavery Brewing Company,,https://cdn.beeradvocate.com/im/beers/79764.jpg,"Pennsylvania, United States","#14,600",84,17,3.85,Very Good,8.83%
4.80%,Spring,Sun King Brewing Company,,https://cdn.beeradvocate.com/im/beers/66578.jpg,"Indiana, United States","#27,990",81,14,3.71,Good,13.21%
4.80%,Year-round,Empire Brewing Company - Brewpub,,https://cdn.beeradvocate.com/im/beers/2247.jpg,"New York, United States","#32,175",77,26,3.66,Good,11.75%
6.20%,Year-round,Brasserie d'Orval S.A.,,https://cdn.beeradvocate.com/im/beers/129.jpg,Belgium,#999,"5,455","2,354",4.21,Exceptional,12.35%
6.60%,Year-round,Abbaye de Leffe S.A.,,https://cdn.beeradvocate.com/im/beers/2137.jpg,Belgium,"#40,241","3,977","1,400",3.56,Good,15.73%
6.50%,Year-round,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/593.jpg,"New York, United States","#2,478","3,384","1,172",4.07,Exceptional,10.81%
7.30%,Year-round,De Brabandere,,https://cdn.beeradvocate.com/im/beers/2184.jpg,Belgium,"#2,500","2,494",717,4.07,Exceptional,13.02%
5.15%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/13741.jpg,"California, United States","#3,394","1,666",566,4.02,Exceptional,10.7%
6.20%,Spring,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/56875.jpg,"New York, United States","#4,380","1,373",466,3.98,Very Good,10.8%
6.80%,Year-round,Brouwerij De Smedt / Brouwerij Affligem,,https://cdn.beeradvocate.com/im/beers/620.jpg,Belgium,"#6,897","1,226",534,3.91,Very Good,10.74%
4.25%,Rotating,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/77233.jpg,"Massachusetts, United States","#43,916","1,219",243,3.33,Okay,14.71%
6.50%,Year-round,The Spencer Brewery,,https://cdn.beeradvocate.com/im/beers/108956.jpg,"Massachusetts, United States","#3,670","1,207",244,4.01,Exceptional,10.47%
5.40%,Year-round,Brouwerij Palm NV,,https://cdn.beeradvocate.com/im/beers/2823.jpg,Belgium,"#44,029","1,091",293,3.31,Okay,16.62%
6.80%,Summer,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/92397.jpg,"New York, United States","#4,176","1,088",190,3.99,Very Good,9.77%
5.20%,Rotating,Avery Brewing Company,,https://cdn.beeradvocate.com/im/beers/23042.jpg,"Colorado, United States","#43,280",995,490,3.4,Okay,12.94%
6.50%,Summer,Jolly Pumpkin Artisan Ales,,https://cdn.beeradvocate.com/im/beers/20524.jpg,"Michigan, United States","#3,130",955,385,4.04,Exceptional,10.15%
5.80%,Year-round,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),,https://cdn.beeradvocate.com/im/beers/1808.jpg,Belgium,#861,917,445,4.25,Outstanding,9.88%
6.00%,Year-round,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/36539.jpg,"California, United States","#9,338",891,336,3.87,Very Good,10.59%
6.50%,Rotating,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/91497.jpg,"New York, United States","#19,891",829,150,3.77,Very Good,11.41%
6.00%,Year-round,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/108051.jpg,"New York, United States","#18,493",803,124,3.78,Very Good,10.32%
5.60%,Year-round,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/90228.jpg,"Colorado, United States","#44,693",803,86,3.13,Okay,15.65%
6.80%,Rotating,Revolution Brewing,,https://cdn.beeradvocate.com/im/beers/77606.jpg,"Illinois, United States","#3,562",797,108,4.02,Exceptional,9.7%
5.50%,Year-round,Unibroue,,https://cdn.beeradvocate.com/im/beers/793.jpg,"Quebec, Canada","#10,121",788,419,3.86,Very Good,11.4%
5.90%,Year-round,Weyerbacher Brewing Co.,,https://cdn.beeradvocate.com/im/beers/58482.jpg,"Pennsylvania, United States","#21,263",740,319,3.76,Very Good,11.44%
6.70%,Year-round,Brouwerij Alken-Maes,,https://cdn.beeradvocate.com/im/beers/7864.jpg,Belgium,"#30,823",734,335,3.69,Good,13.82%
6.00%,Year-round,Captain Lawrence Brewing Co.,,https://cdn.beeradvocate.com/im/beers/28179.jpg,"New York, United States","#14,984",605,173,3.81,Very Good,12.07%
5.30%,Rotating,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/35281.jpg,"Wisconsin, United States","#21,400",580,293,3.76,Very Good,11.44%
5.20%,Year-round,Brouwerij De Koninck NV,,https://cdn.beeradvocate.com/im/beers/677.jpg,Belgium,"#37,144",578,327,3.62,Good,12.98%
6.00%,Year-round,Brouwerij Duvel Moortgat NV,,https://cdn.beeradvocate.com/im/beers/6972.jpg,Belgium,"#11,107",573,219,3.85,Very Good,11.17%
4.50%,Year-round,Brasserie de la Senne,,https://cdn.beeradvocate.com/im/beers/32846.jpg,Belgium,"#8,969",517,216,3.88,Very Good,11.6%
7.00%,Year-round,DC Brau Brewing Co.,,https://cdn.beeradvocate.com/im/beers/70998.jpg,"District of Columbia, United States","#40,512",499,91,3.54,Good,12.43%
6.00%,Year-round,Huisbrouwerij De Halve Maan,,https://cdn.beeradvocate.com/im/beers/25130.jpg,Belgium,"#30,744",485,181,3.69,Good,12.74%
4.80%,Rotating,Bières de Chimay,,https://cdn.beeradvocate.com/im/beers/1811.jpg,Belgium,"#9,054",472,163,3.88,Very Good,10.82%
5.50%,Year-round,Dark Horse Brewing Company,,https://cdn.beeradvocate.com/im/beers/5387.jpg,"Michigan, United States","#42,063",465,210,3.47,Okay,15.27%
6.20%,Year-round,Hardywood Park Craft Brewery,,https://cdn.beeradvocate.com/im/beers/74308.jpg,"Virginia, United States","#18,814",454,76,3.78,Very Good,10.85%
6.80%,Rotating,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/46144.jpg,"California, United States","#10,510",451,119,3.86,Very Good,11.14%
7.20%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/49003.jpg,"Illinois, United States","#13,135",448,269,3.83,Very Good,11.23%
6.80%,Year-round,Brouwerij Duvel Moortgat NV,,https://cdn.beeradvocate.com/im/beers/45379.jpg,Belgium,"#7,876",435,167,3.9,Very Good,9.74%
6.00%,Rotating,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/109587.jpg,"Colorado, United States","#42,219",428,69,3.46,Okay,13.01%
5.20%,Year-round,Brouwerij Van Steenberge N.V.,,https://cdn.beeradvocate.com/im/beers/1645.jpg,Belgium,"#41,608",395,314,3.49,Okay,15.19%
7.20%,Year-round,Perennial Artisan Ales,,https://cdn.beeradvocate.com/im/beers/87169.jpg,"Missouri, United States","#26,822",385,54,3.72,Good,10.75%
4.90%,Year-round,The Bruery,,https://cdn.beeradvocate.com/im/beers/153565.jpg,"California, United States","#16,497",377,76,3.8,Very Good,8.42%
4.80%,Rotating,Brouwerij St. Bernardus NV,,https://cdn.beeradvocate.com/im/beers/112126.jpg,Belgium,"#6,248",368,83,3.94,Very Good,9.39%
7.00%,Rotating,Brouwerij De Ranke,,https://cdn.beeradvocate.com/im/beers/42805.jpg,Belgium,"#1,531",361,131,4.19,Exceptional,10.02%
7.00%,Year-round,Brasserie Dubuisson Frères sprl,,https://cdn.beeradvocate.com/im/beers/13067.jpg,Belgium,"#39,724",357,128,3.56,Good,14.33%
6.80%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/45022.jpg,"California, United States","#8,664",349,71,3.89,Very Good,10.28%
6.80%,Year-round,Uinta Brewing Company,,https://cdn.beeradvocate.com/im/beers/23313.jpg,"Utah, United States","#39,306",347,125,3.57,Good,14.57%
5.90%,Year-round,Perennial Artisan Ales,,https://cdn.beeradvocate.com/im/beers/73837.jpg,"Missouri, United States","#20,331",344,59,3.77,Very Good,9.81%
7.20%,Year-round,Furthermore Beer,,https://cdn.beeradvocate.com/im/beers/36366.jpg,"Wisconsin, United States","#16,567",339,146,3.8,Very Good,12.37%
6.50%,Year-round,Bierbrouwerij De Koningshoeven B.V.,,https://cdn.beeradvocate.com/im/beers/590.jpg,Netherlands,-,335,157,3.74,Good,10.7%
6.20%,Spring,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/34717.jpg,"Colorado, United States","#41,310",333,185,3.5,Good,13.71%
4.50%,Year-round,Allagash Brewing Company,,https://cdn.beeradvocate.com/im/beers/85884.jpg,"Maine, United States","#6,770",327,43,3.93,Very Good,8.4%
5.95%,Year-round,AleSmith Brewing Company,,https://cdn.beeradvocate.com/im/beers/15966.jpg,"California, United States","#21,737",302,103,3.76,Very Good,9.31%
7.00%,Year-round,Bières de Chimay,,https://cdn.beeradvocate.com/im/beers/672.jpg,Belgium,"#1,488","4,936","1,716",4.15,Exceptional,10.84%
8.20%,Year-round,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/142.jpg,"New York, United States","#1,388","4,626","1,770",4.16,Exceptional,11.3%
7.00%,Year-round,Brouwerij Westmalle,,https://cdn.beeradvocate.com/im/beers/674.jpg,Belgium,"#1,241","2,777","1,237",4.18,Exceptional,10.29%
7.50%,Year-round,Brasserie de Rochefort,,https://cdn.beeradvocate.com/im/beers/3842.jpg,Belgium,"#1,526","2,498","1,012",4.15,Exceptional,10.12%
8.00%,Year-round,Brouwerij St. Bernardus NV,,https://cdn.beeradvocate.com/im/beers/1855.jpg,Belgium,"#1,421","2,478","1,076",4.16,Exceptional,8.65%
8.70%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/16807.jpg,"Illinois, United States","#6,784","2,305",884,3.91,Very Good,10.74%
7.00%,Year-round,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/1912.jpg,"Colorado, United States","#3,583","2,267",786,4.01,Exceptional,12.22%
8.00%,Year-round,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),,https://cdn.beeradvocate.com/im/beers/857.jpg,Belgium,#133,"2,205",829,4.48,Outstanding,8.04%
7.00%,Year-round,Allagash Brewing Company,,https://cdn.beeradvocate.com/im/beers/10.jpg,"Maine, United States","#14,573","1,714",793,3.81,Very Good,11.29%
6.70%,Year-round,Brouwerij St. Bernardus NV,,https://cdn.beeradvocate.com/im/beers/1856.jpg,Belgium,"#2,279","1,624",723,4.09,Exceptional,9.29%
8.00%,Year-round,Brouwerij Duvel Moortgat NV,,https://cdn.beeradvocate.com/im/beers/2508.jpg,Belgium,"#3,234","1,445",670,4.03,Exceptional,10.67%
7.50%,Rotating,"Bell's Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/20604.jpg,"Michigan, United States","#18,384","1,440",665,3.78,Very Good,11.9%
7.50%,Year-round,Brouwerij Corsendonk,,https://cdn.beeradvocate.com/im/beers/138.jpg,Belgium,"#3,901","1,151",587,4,Exceptional,11.75%
8.30%,Winter,Smuttynose Brewing Company,,https://cdn.beeradvocate.com/im/beers/26667.jpg,"New Hampshire, United States","#32,049","1,070",507,3.68,Good,11.14%
6.50%,Year-round,Brouwerij Alken-Maes,,https://cdn.beeradvocate.com/im/beers/1496.jpg,Belgium,"#14,691","1,063",505,3.81,Very Good,12.34%
8.00%,Rotating,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/134091.jpg,"New York, United States","#9,323",903,130,3.87,Very Good,10.59%
7.00%,Year-round,Bierbrouwerij De Koningshoeven B.V.,,https://cdn.beeradvocate.com/im/beers/626.jpg,Netherlands,"#6,152",874,409,3.93,Very Good,10.69%
8.00%,Year-round,Brouwerij der St. Benedictusabdij de Achelse,,https://cdn.beeradvocate.com/im/beers/8045.jpg,Belgium,"#1,862",869,443,4.13,Exceptional,9.2%
8.00%,Year-round,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/31656.jpg,"California, United States","#6,591",850,367,3.92,Very Good,10.46%
7.20%,Year-round,Flying Fish Brewing Company,,https://cdn.beeradvocate.com/im/beers/1027.jpg,"New Jersey, United States","#39,651",745,307,3.57,Good,13.17%
6.80%,Year-round,Brouwerij De Smedt / Brouwerij Affligem,,https://cdn.beeradvocate.com/im/beers/157.jpg,Belgium,"#13,922",613,309,3.82,Very Good,12.3%
7.20%,Year-round,Brouwerij Van Steenberge N.V.,,https://cdn.beeradvocate.com/im/beers/1608.jpg,Belgium,"#28,361",594,401,3.71,Good,12.13%
8.00%,Year-round,Abita Brewing Co.,,https://cdn.beeradvocate.com/im/beers/45583.jpg,"Louisiana, United States","#33,982",578,230,3.66,Good,14.21%
7.00%,Year-round,The Brewer's Art,,https://cdn.beeradvocate.com/im/beers/7097.jpg,"Maryland, United States","#11,176",529,170,3.85,Very Good,11.69%
9.00%,Year-round,Anderson Valley Brewing Company,,https://cdn.beeradvocate.com/im/beers/4168.jpg,"California, United States","#35,519",437,265,3.64,Good,12.64%
6.50%,Year-round,De Brabandere,,https://cdn.beeradvocate.com/im/beers/26203.jpg,Belgium,"#37,440",324,162,3.61,Good,14.4%
6.90%,Year-round,Stift Engelszell,,https://cdn.beeradvocate.com/im/beers/88279.jpg,Austria,"#23,002",316,88,3.75,Very Good,10.4%
7.00%,Year-round,Tröegs Brewing Company,,https://cdn.beeradvocate.com/im/beers/135762.jpg,"Pennsylvania, United States","#15,580",297,77,3.81,Very Good,10.5%
8.00%,Year-round,Brasserie de l'Abbaye du Val-Dieu,,https://cdn.beeradvocate.com/im/beers/2575.jpg,Belgium,"#4,104",286,180,4.02,Exceptional,9.7%
7.50%,Year-round,Brasserie St. Feuillien,,https://cdn.beeradvocate.com/im/beers/6819.jpg,Belgium,"#19,233",276,136,3.78,Very Good,12.43%
8.50%,Year-round,Uncommon Brewers,,https://cdn.beeradvocate.com/im/beers/43974.jpg,"California, United States","#37,724",240,126,3.6,Good,16.67%
7.70%,Rotating,Weyerbacher Brewing Co.,,https://cdn.beeradvocate.com/im/beers/98561.jpg,"Pennsylvania, United States","#33,462",237,45,3.66,Good,10.66%
6.75%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States","#12,204",225,45,3.85,Very Good,10.65%
6.90%,Year-round,Brouwerij Sterkens N.V.,,https://cdn.beeradvocate.com/im/beers/713.jpg,Belgium,"#10,773",209,128,3.87,Very Good,14.47%
6.00%,Year-round,Brewery Vivant,,https://cdn.beeradvocate.com/im/beers/68948.jpg,"Michigan, United States","#36,360",201,62,3.62,Good,15.19%
8.50%,Rotating,Sierra Nevada Brewing Co.,,https://cdn.beeradvocate.com/im/beers/85666.jpg,"California, United States","#3,622",200,59,4.06,Exceptional,8.62%
6.90%,Year-round,Crown Valley Brewing & Distilling Co.,,https://cdn.beeradvocate.com/im/beers/49720.jpg,"Missouri, United States","#26,841",195,61,3.72,Good,12.9%
7.50%,Year-round,Huisbrouwerij De Halve Maan,,https://cdn.beeradvocate.com/im/beers/32320.jpg,Belgium,"#18,427",195,53,3.79,Very Good,11.61%
8.00%,Rotating,Captain Lawrence Brewing Co.,,https://cdn.beeradvocate.com/im/beers/28992.jpg,"New York, United States","#15,154",194,116,3.82,Very Good,11.52%
7.50%,Rotating,Devils Backbone Brewing Company,,https://cdn.beeradvocate.com/im/beers/53012.jpg,"Virginia, United States","#34,809",172,28,3.64,Good,13.74%
8.00%,Year-round,Brasserie De Brunehaut,,https://cdn.beeradvocate.com/im/beers/39566.jpg,Belgium,"#34,777",167,95,3.64,Good,13.19%
7.70%,Year-round,Blue Mountain Brewery,,https://cdn.beeradvocate.com/im/beers/40686.jpg,"Virginia, United States","#20,982",165,69,3.77,Very Good,10.08%
7.00%,Year-round,Straight To Ale,,https://cdn.beeradvocate.com/im/beers/57725.jpg,"Alabama, United States","#22,189",162,28,3.76,Very Good,11.17%
8.00%,Year-round,Microbrasserie Charlevoix,,https://cdn.beeradvocate.com/im/beers/30863.jpg,"Quebec, Canada","#7,300",161,86,3.94,Very Good,9.64%
notlisted,Year-round,Brouwerij Sterkens N.V.,,https://cdn.beeradvocate.com/im/beers/627.jpg,Belgium,"#26,851",156,126,3.72,Good,13.17%
