ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev
10.90,Rotating,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/46987.jpg,Denmark,Beer Geek Brunch Weasel,446,2908,851,4.32,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/13307/46987/,9.26
10.50,Rotating,Westbrook Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/78011.jpg,"South Carolina, United States",Mexican Cake,243,2849,353,4.4,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/24134/78011/,8.41
14.90,Rotating,Avery Brewing Company,0,https://cdn.beeradvocate.com/im/beers/80197.jpg,"Colorado, United States",Uncle Jacob's Stout,214,2820,445,4.42,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/30/80197/,8.37
19.60,Rotating,The Bruery,0,https://cdn.beeradvocate.com/im/beers/53728.jpg,"California, United States",Chocolate Rain,69,2735,349,4.54,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/16866/53728/,9.47
12.00,Rotating,Port Brewing,0,https://cdn.beeradvocate.com/im/beers/34094.jpg,"California, United States",Older Viscosity,354,2661,757,4.35,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/13839/34094/,8.97
10.00,Fall,Perennial Artisan Ales,4.25,https://cdn.beeradvocate.com/im/beers/76393.jpg,"Missouri, United States",Abraxas,145,2646,345,4.47,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/25888/76393/,7.61
9.70,Year-round,Boulevard Brewing Co.,4,https://cdn.beeradvocate.com/im/beers/56469.jpg,"Missouri, United States",Dark Truth Imperial Stout,4023,2608,757,3.99,Very Good,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/423/56469/,10.78
9.50,Rotating,Central Waters Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/16062.jpg,"Wisconsin, United States",Brewer's Reserve Bourbon Barrel Stout,736,2607,706,4.26,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/652/16062/,8.45
16.00,Rotating,Avery Brewing Company,0,https://cdn.beeradvocate.com/im/beers/56199.jpg,"Colorado, United States",Tweak,178,2455,345,4.45,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/30/56199/,7.42
8.10,Year-round,Bear Republic Brewing Co.,4.65,https://cdn.beeradvocate.com/im/beers/1658.jpg,"California, United States",Big Bear Black Stout,1723,2423,1149,4.13,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/610/1658/,9.69
10.00,Rotating,Southern Tier Brewing Company,4,https://cdn.beeradvocate.com/im/beers/49286.jpg,"New York, United States",Mokah,1035,2329,745,4.21,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/3818/49286/,10.45
13.00,Rotating,Stone Brewing,4.03,https://cdn.beeradvocate.com/im/beers/96528.jpg,"California, United States",Drew Curtis / Wil Wheaton / Greg Koch Stone Farking Wheaton W00tstout,1854,2171,404,4.12,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/147/96528/,9.71
12.00,Rotating,AleSmith Brewing Company,0,https://cdn.beeradvocate.com/im/beers/31484.jpg,"California, United States",AleSmith Speedway Stout - Bourbon Barrel Aged,89,2159,354,4.52,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/396/31484/,7.52
10.00,Year-round,Clown Shoes,0,https://cdn.beeradvocate.com/im/beers/76896.jpg,"Massachusetts, United States",Undead Party Crasher,1541,2155,396,4.15,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/22951/76896/,8.67
14.00,Rotating,Prairie Artisan Ales,0,https://cdn.beeradvocate.com/im/beers/102340.jpg,"Oklahoma, United States",Pirate Bomb!,90,2131,243,4.52,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/30356/102340/,7.3
12.70,Spring,Weyerbacher Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/89345.jpg,"Pennsylvania, United States",Sunday Morning Stout,387,2072,418,4.34,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/392/89345/,7.37
12.00,Rotating,Evil Twin Brewing,0,https://cdn.beeradvocate.com/im/beers/81067.jpg,"New York, United States",Even More Jesus,591,2033,411,4.29,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/24300/81067/,8.39
12.20,Rotating,Lagunitas Brewing Company,4.06,https://cdn.beeradvocate.com/im/beers/150933.jpg,"California, United States",High West-ified Imperial Coffee Stout,290,1993,357,4.38,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/220/150933/,6.39
10.00,Rotating,Port Brewing,4.17,https://cdn.beeradvocate.com/im/beers/31613.jpg,"California, United States",Old Viscosity,1549,1985,887,4.15,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/13839/31613/,8.92
11.90,Fall,FiftyFifty Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/55063.jpg,"California, United States",Imperial Eclipse Stout - Elijah Craig (12 Year),168,1953,312,4.46,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/14936/55063/,7.4
13.00,Rotating,Prairie Artisan Ales,0,https://cdn.beeradvocate.com/im/beers/115939.jpg,"Oklahoma, United States",Prairie Artisan Ales / Evil Twin - Bible Belt,470,1947,239,4.32,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/30356/115939/,8.8
9.00,Year-round,Clown Shoes,0,https://cdn.beeradvocate.com/im/beers/78795.jpg,"Massachusetts, United States",Chocolate Sombrero Mexican-style Chocolate Stout,7286,1888,355,3.9,Very Good,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/22951/78795/,10.77
10.00,Rotating,Ballast Point Brewing Company,0,https://cdn.beeradvocate.com/im/beers/46188.jpg,"California, United States",Sea Monster Imperial Stout,3384,1866,515,4.02,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/199/46188/,9.7
12.00,Rotating,AleSmith Brewing Company,0,https://cdn.beeradvocate.com/im/beers/75218.jpg,"California, United States",AleSmith Speedway Stout - Vietnamese Coffee,115,1836,170,4.5,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/396/75218/,6.67
11.00,Winter,The Lost Abbey,4.25,https://cdn.beeradvocate.com/im/beers/37197.jpg,"California, United States",Serpent's Stout,917,1812,587,4.23,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/18149/37197/,8.27
5.00,Year-round,Samuel Smith Old Brewery (Tadcaster),4.24,https://cdn.beeradvocate.com/im/beers/571.jpg,"England, United Kingdom",Samuel Smith's Oatmeal Stout,994,6725,2302,4.21,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/113/571/,11.16
5.80,Year-round,Rogue Ales,4.35,https://cdn.beeradvocate.com/im/beers/56973.jpg,"Oregon, United States",Shakespeare Oatmeal Stout,1606,3483,1623,4.14,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/132/56973/,10.87
5.50,Fall,Firestone Walker Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/45897.jpg,"California, United States",Velvet Merlin Oatmeal Stout,3774,3098,699,4,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/2210/45897/,9.75
5.80,Year-round,Anderson Valley Brewing Company,4.53,https://cdn.beeradvocate.com/im/beers/615.jpg,"California, United States",Barney Flats Oatmeal Stout,2821,2597,1002,4.05,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/193/615/,11.36
7.50,Year-round,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/28877.jpg,Denmark,Beer Geek Breakfast,2100,2579,1013,4.1,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/13307/28877/,10.24
8.50,Rotating,Firestone Walker Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/46021.jpg,"California, United States",Velvet Merkin,633,2519,396,4.28,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/2210/46021/,9.11
5.20,Year-round,New Holland Brewing Company,4.05,https://cdn.beeradvocate.com/im/beers/8322.jpg,"Michigan, United States",New Holland The Poet,5893,2477,756,3.93,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/335/8322/,10.94
7.50,Year-round,Tröegs Brewing Company,3.5,https://cdn.beeradvocate.com/im/beers/52128.jpg,"Pennsylvania, United States",Tröegs Java Head Stout,18242,2366,706,3.78,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/694/52128/,11.64
4.95,Year-round,Breckenridge Brewery,0,https://cdn.beeradvocate.com/im/beers/2354.jpg,"Colorado, United States",Oatmeal Stout,35923,1574,557,3.64,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/2137/2354/,13.19
8.00,Year-round,Stoudts Brewing Co.,3.91,https://cdn.beeradvocate.com/im/beers/20539.jpg,"Pennsylvania, United States",Stoudt's Fat Dog (Imperial Oatmeal Stout),4128,1317,753,3.99,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/394/20539/,10.53
5.00,Year-round,McAuslan Brewing,4.12,https://cdn.beeradvocate.com/im/beers/2704.jpg,"Quebec, Canada",St-Ambroise Oatmeal Stout,2577,1268,636,4.07,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/194/2704/,10.81
5.80,Year-round,Modern Times Beer,0,https://cdn.beeradvocate.com/im/beers/95930.jpg,"California, United States",Black House,3468,1143,185,4.02,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/31987/95930/,8.46
6.30,Year-round,Lost Coast Brewery and Cafe,0,https://cdn.beeradvocate.com/im/beers/5045.jpg,"California, United States",8 Ball Stout,12578,1097,554,3.83,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/256/5045/,11.75
7.00,Fall,Dark Horse Brewing Company,2.89,https://cdn.beeradvocate.com/im/beers/5490.jpg,"Michigan, United States",Dark Horse One Oatmeal Stout Ale,22664,1040,418,3.75,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/1471/5490/,11.2
8.10,Year-round,Elysian Brewing Company,3.78,https://cdn.beeradvocate.com/im/beers/2023.jpg,"Washington, United States",Dragonstooth Oatmeal Stout,3314,975,360,4.03,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/700/2023/,10.17
8.00,Year-round,3 Floyds Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/88393.jpg,"Indiana, United States",BackMasking,4760,971,103,3.97,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/26/88393/,10.08
5.70,Winter,The Schlafly Tap Room,3.87,https://cdn.beeradvocate.com/im/beers/1994.jpg,"Missouri, United States",Schlafly Coffee Stout,10039,952,320,3.86,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/583/1994/,11.66
7.00,Year-round,Ipswich Ale Brewery,4.56,https://cdn.beeradvocate.com/im/beers/260.jpg,"Massachusetts, United States",Ipswich Oatmeal Stout,1442,898,407,4.17,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/162/260/,9.59
5.20,Year-round,Trader Joe's Brewing Company,4.05,https://cdn.beeradvocate.com/im/beers/5688.jpg,"California, United States",Trader Joe's Stockyard Oatmeal Stout,10138,795,384,3.86,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/10707/5688/,11.92
4.50,Year-round,Founders Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Michigan, United States",Founders Oatmeal Stout,9403,782,101,3.87,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/1199/16079/,10.85
7.00,Year-round,Ninkasi Brewing Company,0,https://cdn.beeradvocate.com/im/beers/39296.jpg,"Oregon, United States",Oatis,6643,769,244,3.92,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/14400/39296/,10.46
9.40,Rotating,Terrapin Beer Company,0,https://cdn.beeradvocate.com/im/beers/106575.jpg,"Georgia, United States",Terrapin Cinnamon Roll'd WnB Oatmeal Stout,638,755,98,4.3,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/2372/106575/,8.6
5.70,Year-round,The Schlafly Tap Room,3.71,https://cdn.beeradvocate.com/im/beers/4874.jpg,"Missouri, United States",Schlafly Oatmeal Stout,34053,740,262,3.66,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/583/4874/,11.48
7.20,Rotating,Hill Farmstead Brewery,0,https://cdn.beeradvocate.com/im/beers/61741.jpg,"Vermont, United States",Earl Coffee Oatmeal Stout,686,737,117,4.29,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/22511/61741/,6.53
7.00,Rotating,Ninkasi Brewing Company,0,https://cdn.beeradvocate.com/im/beers/51269.jpg,"Oregon, United States",Vanilla Oatis,9509,659,130,3.87,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/14400/51269/,9.3
6.20,Winter,New Glarus Brewing Company,3.96,https://cdn.beeradvocate.com/im/beers/28267.jpg,"Wisconsin, United States",Road Slush Stout,9528,634,249,3.87,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/590/28267/,9.56
5.70,Rotating,Toppling Goliath Brewing Company,0,https://cdn.beeradvocate.com/im/beers/80097.jpg,"Iowa, United States",Rover Truck,9556,626,101,3.87,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/23222/80097/,8.01
14.00,Fall,Fremont Brewing Company,0,https://cdn.beeradvocate.com/im/beers/140119.jpg,"Washington, United States",Bourbon Barrel Aged Dark Star,208,620,88,4.46,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/20680/140119/,5.61
7.50,Rotating,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/59741.jpg,Denmark,Beer Geek Bacon,15001,604,269,3.81,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/13307/59741/,14.17
7.70,Rotating,3 Floyds Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/174523.jpg,"Indiana, United States",Wigsplitter,673,604,112,4.3,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/26/174523/,7.44
5.40,Rotating,Goose Island Beer Co.,0,https://cdn.beeradvocate.com/im/beers/4312.jpg,"Illinois, United States",Oatmeal Stout,12014,571,450,3.84,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/1146/4312/,10.94
5.20,Year-round,Wells & Young's Ltd,4.35,https://cdn.beeradvocate.com/im/beers/48050.jpg,"England, United Kingdom",Young's Oatmeal Stout,4696,558,453,3.98,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/664/48050/,10.3
7.50,Winter,Buffalo Bill's Brewery,3.62,https://cdn.beeradvocate.com/im/beers/40177.jpg,"California, United States",Buffalo Bill's Blueberry Oatmeal Stout,43822,506,253,3.33,Okay,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/205/40177/,18.62
8.00,Rotating,Independence Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/47911.jpg,"Texas, United States",Convict Hill Oatmeal Stout,7375,462,147,3.91,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/10284/47911/,10.74
5.70,Year-round,Alaskan Brewing Co.,3.63,https://cdn.beeradvocate.com/im/beers/1305.jpg,"Alaska, United States",Alaskan Stout,25616,450,220,3.73,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/429/1305/,12.87
6.00,Year-round,Good People Brewing Company,4.2,https://cdn.beeradvocate.com/im/beers/45303.jpg,"Alabama, United States",Coffee Oatmeal Stout,2722,445,105,4.08,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/17282/45303/,10.78
5.50,Fall,Firestone Walker Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/142924.jpg,"California, United States",Mocha Merlin,4039,437,101,4.01,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/2210/142924/,8.23
5.40,Year-round,Otter Creek Brewing,4.25,https://cdn.beeradvocate.com/im/beers/179874.jpg,"Vermont, United States",Couch Surfer,9119,430,103,3.88,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/119/179874/,9.54
4.70,Fall,Summit Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Minnesota, United States",Summit Oatmeal Stout,3433,416,101,4.04,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/467/17637/,11.88
5.50,Rotating,Ballast Point Brewing Company,0,https://cdn.beeradvocate.com/im/beers/199729.jpg,"California, United States",Red Velvet (Nitro),40142,417,127,3.55,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/199/199729/,16.06
5.40,Winter,Great Lakes Brewing Co.,4.1,https://cdn.beeradvocate.com/im/beers/8350.jpg,"Ohio, United States",Ohio City Oatmeal Stout,7451,410,110,3.91,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/73/8350/,8.95
8.00,Rotating,Burial Beer Co.,0,https://cdn.beeradvocate.com/im/beers/96579.jpg,"North Carolina, United States",Skillet Donut Stout,1228,408,89,4.22,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/31722/96579/,7.11
4.50,Year-round,Founders Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Michigan, United States",Founders Nitro Oatmeal Stout,17705,389,32,3.79,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/1199/130400/,9.76
6.30,Winter,Tyranena Brewing Company,0,https://cdn.beeradvocate.com/im/beers/56054.jpg,"Wisconsin, United States",Down 'N Dirty Chocolate Oatmeal Stout,6650,380,147,3.93,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/784/56054/,9.92
6.70,Year-round,Millstream Brewing Company,3.58,https://cdn.beeradvocate.com/im/beers/59382.jpg,"Iowa, United States",Millstream Back Road Stout,29505,337,165,3.7,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/107/59382/,12.16
5.90,Rotating,Coors Brewing Company (Molson-Coors),0,https://cdn.beeradvocate.com/im/beers/182505.jpg,"Colorado, United States",Blue Moon Cappuccino Oatmeal Stout,37953,334,89,3.6,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/306/182505/,12.5
5.30,Winter,Brewery Ommegang,3.9,https://cdn.beeradvocate.com/im/beers/185155.jpg,"New York, United States","Lovely, Dark And Deep Oatmeal Stout",17833,329,97,3.79,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/42/185155/,10.55
6.50,Year-round,Bent River Brewing Company,4,https://cdn.beeradvocate.com/im/beers/19174.jpg,"Illinois, United States",Uncommon Stout,16710,298,55,3.8,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/5443/19174/,15.79
6.00,Winter,Mayflower Brewing Company,0,https://cdn.beeradvocate.com/im/beers/64217.jpg,"Massachusetts, United States",Winter Oatmeal Stout,6448,297,99,3.94,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/16105/64217/,9.9
5.40,Rotating,Big Sky Brewing Company,3.25,https://cdn.beeradvocate.com/im/beers/2284.jpg,"Montana, United States",Slow Elk Oatmeal Stout,41269,293,120,3.5,Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/751/2284/,13.43
